Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units,PERCENT_HISP,PERCENT_WHITE
155,6,5,10044,U1,,Camanche Village CDP,847,121,689,0,6,7,4,1,19,344,309,35,0.142857143,0.813459268
155,6,5,19976,U1,,Drytown CDP,167,11,150,0,0,0,0,0,6,80,72,8,0.065868263,0.898203593
155,6,5,23980,U1,,Fiddletown CDP,235,22,205,0,5,0,0,0,3,126,102,24,0.093617021,0.872340426
155,6,5,36672,C1,,Ione city,7918,1991,4608,809,139,103,18,92,158,1635,1466,169,0.251452387,0.581965143
155,6,5,36980,C1,,Jackson city,4651,520,3837,27,70,59,4,10,124,2309,2065,244,0.111803913,0.824983874
155,6,5,38646,U1,,Kirkwood CDP,97,4,90,0,3,0,0,0,0,532,37,495,0.041237113,0.927835052
155,6,5,38646,U1,,Amador County (part),61,2,58,0,0,1,0,0,0,225,35,190,0.032786885,0.950819672
155,6,5,46100,U1,,Martell CDP,282,36,218,0,13,0,0,0,15,114,97,17,0.127659574,0.773049645
155,6,5,57148,U1,,Pine Grove CDP,2219,202,1904,9,33,8,4,3,56,1140,984,156,0.091031996,0.858044164
155,6,5,57330,U1,,Pioneer CDP,1094,52,984,0,28,1,2,1,26,600,475,125,0.047531993,0.899451554
