Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units,PERCENT_HISP,PERCENT_WHITE
140,6,111,,,1503,Census Tract 15.03,5898,2320,2975,202,31,206,21,20,123,1949,1870,79,0.393353679,0.504408274
140,6,111,,,1506,Census Tract 15.06,5027,1577,3046,55,26,161,4,4,154,1775,1719,56,0.313705988,0.605927989
140,6,111,,,1507,Census Tract 15.07,4330,1674,2228,75,28,204,6,13,102,1476,1427,49,0.386605081,0.514549654
140,6,111,,,1601,Census Tract 16.01,1099,375,585,15,5,90,1,1,27,533,490,43,0.34121929,0.532302093
140,6,111,,,1602,Census Tract 16.02,2388,564,1662,25,6,58,6,3,64,953,913,40,0.236180905,0.695979899
140,6,111,,,1700,Census Tract 17,3531,440,2807,24,18,132,3,2,105,1376,1329,47,0.124610592,0.794958935
140,6,111,,,1800,Census Tract 18,4302,585,3404,26,12,146,2,21,106,1697,1632,65,0.135983264,0.791259879
140,6,111,,,1900,Census Tract 19,3822,639,2900,29,21,100,6,9,118,1728,1637,91,0.167189953,0.758765044
140,6,111,,,2000,Census Tract 20,2577,275,2141,18,11,67,1,2,62,1191,1100,91,0.106713232,0.830811021
140,6,111,,,2102,Census Tract 21.02,1832,255,1439,10,9,52,1,7,59,1154,1066,88,0.13919214,0.785480349
140,6,111,,,2200,Census Tract 22,6288,3695,2226,78,28,107,11,14,129,2199,2062,137,0.587627226,0.354007634
140,6,111,,,2300,Census Tract 23,7430,5254,1797,104,38,109,10,9,109,2189,2096,93,0.707133244,0.241857335
140,6,111,,,2400,Census Tract 24,2571,595,1741,66,28,44,3,2,92,1527,1375,152,0.23142746,0.677168417
140,6,111,,,2500,Census Tract 25,4795,478,4041,36,22,91,3,5,119,2709,2294,415,0.099687174,0.842752868
140,6,111,,,2600,Census Tract 26,3211,1003,1979,31,25,60,8,3,102,1463,1370,93,0.31236375,0.616318904
140,6,111,,,2700,Census Tract 27,3881,948,2658,42,14,88,1,9,121,1836,1629,207,0.244266942,0.684875032
140,6,111,,,2800,Census Tract 28,6270,1921,3923,78,36,129,19,7,157,2575,2477,98,0.306379585,0.625677831
140,6,111,,,2901,Census Tract 29.01,5455,2555,1947,205,12,594,12,6,124,1756,1679,77,0.468377635,0.356920257
140,6,111,,,2905,Census Tract 29.05,5478,3038,1374,295,14,595,26,9,127,1685,1648,37,0.554581964,0.250821468
140,6,111,,,3010,Census Tract 30.10,2885,1901,594,126,4,195,6,0,59,990,929,61,0.658925477,0.205892548
140,6,111,,,3011,Census Tract 30.11,5397,4186,708,154,17,236,9,5,82,1561,1495,66,0.775616083,0.131183991
140,6,111,,,3012,Census Tract 30.12,321,272,42,0,1,2,4,0,0,107,105,2,0.847352025,0.130841121
140,6,111,,,3013,Census Tract 30.13,4657,2681,1280,168,5,388,16,5,114,1598,1530,68,0.575692506,0.274855057
140,6,111,,,3100,Census Tract 31,14589,10299,1710,260,33,1995,32,21,239,3469,3366,103,0.705942834,0.117211598
140,6,111,,,3201,Census Tract 32.01,4577,4444,81,30,6,0,0,3,13,811,787,24,0.970941665,0.017697182
140,6,111,,,3300,Census Tract 33,8187,5977,1465,292,19,233,39,12,150,2379,2251,128,0.730059851,0.178942225
140,6,111,,,3605,Census Tract 36.05,8606,4245,2882,341,16,800,45,22,255,2889,2802,87,0.493260516,0.33488264
140,6,111,,,3608,Census Tract 36.08,3838,2719,640,89,11,303,4,0,72,1013,995,18,0.708441897,0.166753517
140,6,111,,,3609,Census Tract 36.09,5966,723,4703,108,15,248,2,7,160,3952,2859,1093,0.121186725,0.788300369
140,6,111,,,3612,Census Tract 36.12,4355,578,3377,72,14,170,2,13,129,2782,2078,704,0.13272101,0.77543054
140,6,111,,,3700,Census Tract 37,6679,6022,286,211,21,59,19,10,51,1301,1246,55,0.901631981,0.042820782
140,6,111,,,3801,Census Tract 38.01,5778,5457,159,86,10,20,6,1,39,1205,1162,43,0.944444444,0.027518172
140,6,111,,,3802,Census Tract 38.02,2888,2545,204,64,1,31,15,3,25,575,557,18,0.881232687,0.070637119
140,6,111,,,3900,Census Tract 39,7533,6689,413,60,20,291,8,10,42,1633,1552,81,0.887959644,0.054825435
140,6,111,,,4000,Census Tract 40,6586,5614,523,90,15,271,28,2,43,1426,1375,51,0.852414212,0.079410872
140,6,111,,,4101,Census Tract 41.01,6814,5901,451,101,16,261,17,8,59,1405,1359,46,0.866011154,0.066187262
140,6,111,,,4200,Census Tract 42,5324,3780,1013,97,30,276,22,7,99,1314,1277,37,0.709992487,0.190270473
140,6,111,,,4304,Census Tract 43.04,6760,3351,2504,343,25,329,13,3,192,2867,2661,206,0.495710059,0.370414201
140,6,111,,,4305,Census Tract 43.05,2388,399,1382,232,21,198,30,10,116,792,467,325,0.167085427,0.578726968
140,6,111,,,4400,Census Tract 44,7251,3830,2392,330,27,410,30,20,212,3158,2675,483,0.528203006,0.329885533
140,6,111,,,4503,Census Tract 45.03,4387,3472,244,89,5,507,6,5,59,1062,1016,46,0.791429223,0.055618874
140,6,111,,,4504,Census Tract 45.04,5389,3832,361,124,8,924,20,6,114,1196,1158,38,0.711078122,0.06698831
140,6,111,,,4505,Census Tract 45.05,2150,1756,186,47,1,132,8,0,20,487,470,17,0.816744186,0.086511628
140,6,111,,,4506,Census Tract 45.06,7858,6959,322,89,12,391,18,6,61,1482,1430,52,0.885594299,0.040977348
140,6,111,,,4600,Census Tract 46,2126,439,1320,143,11,85,23,1,104,639,465,174,0.206491063,0.62088429
140,6,111,,,4704,Census Tract 47.04,1469,1209,201,18,1,16,3,1,20,412,393,19,0.82300885,0.136827774
140,6,111,,,4710,Census Tract 47.10,5089,3591,590,125,10,659,23,5,86,1335,1280,55,0.705639615,0.115936333
140,6,111,,,4711,Census Tract 47.11,3432,1820,227,56,4,1238,12,8,67,798,783,15,0.53030303,0.066142191
140,6,111,,,4715,Census Tract 47.15,5020,3697,621,149,9,418,32,8,86,1239,1181,58,0.736454183,0.123705179
140,6,111,,,4716,Census Tract 47.16,4476,3581,297,44,2,503,6,3,40,917,899,18,0.800044683,0.066353887
140,6,111,,,4717,Census Tract 47.17,4120,3627,178,55,7,210,13,2,28,739,723,16,0.880339806,0.043203883
140,6,111,,,4901,Census Tract 49.01,6249,3572,1035,278,20,1173,20,7,144,1747,1697,50,0.571611458,0.1656265
140,6,111,,,4902,Census Tract 49.02,5091,4878,78,60,5,43,4,14,9,1048,1028,20,0.958161461,0.015321155
140,6,111,,,5002,Census Tract 50.02,3003,2701,262,6,8,14,0,0,12,721,684,37,0.899433899,0.087246087
140,6,111,,,5003,Census Tract 50.03,8366,7314,794,69,34,83,14,11,47,1949,1889,60,0.874252929,0.094907961
140,6,111,,,5004,Census Tract 50.04,5419,3173,1355,160,11,547,13,12,148,1877,1783,94,0.585532386,0.250046134
140,6,111,,,5100,Census Tract 51,3768,1729,1740,114,23,109,10,3,40,1157,1073,84,0.458864119,0.461783439
140,6,111,,,5202,Census Tract 52.02,2694,615,1866,30,9,118,0,0,56,1152,1071,81,0.228285078,0.692650334
140,6,111,,,5203,Census Tract 52.03,5226,958,3739,75,11,266,12,4,161,2010,1935,75,0.183314198,0.715461156
140,6,111,,,5204,Census Tract 52.04,3367,420,2436,35,11,346,2,8,109,1274,1238,36,0.124740125,0.723492723
140,6,111,,,5205,Census Tract 52.05,5767,974,4045,75,9,510,11,9,134,2370,2256,114,0.168891972,0.701404543
140,6,111,,,5303,Census Tract 53.03,9416,1785,5658,153,15,1424,17,21,343,3373,3265,108,0.189570943,0.600892099
140,6,111,,,5304,Census Tract 53.04,5325,591,4129,70,6,426,10,0,93,3078,2903,175,0.110985915,0.775399061
140,6,111,,,5305,Census Tract 53.05,5777,837,4194,52,11,498,12,22,151,1933,1857,76,0.144884888,0.725982344
140,6,111,,,5306,Census Tract 53.06,4867,800,3412,51,6,451,6,14,127,1736,1705,31,0.164372303,0.701047873
140,6,111,,,5401,Census Tract 54.01,4073,1049,2603,57,7,241,6,5,105,1358,1318,40,0.257549718,0.639086668
140,6,111,,,5403,Census Tract 54.03,2694,1433,1017,29,11,141,0,5,58,1010,965,45,0.531922791,0.377505568
140,6,111,,,5404,Census Tract 54.04,3870,1209,2233,72,12,227,6,14,97,1242,1213,29,0.312403101,0.577002584
140,6,111,,,5502,Census Tract 55.02,5127,1762,2345,161,23,638,12,4,182,2251,2135,116,0.343670763,0.457382485
140,6,111,,,5503,Census Tract 55.03,3336,854,1963,102,6,264,3,10,134,1424,1122,302,0.255995204,0.588429257
140,6,111,,,5504,Census Tract 55.04,4320,1055,2745,61,7,286,10,5,151,1580,1555,25,0.244212963,0.635416667
140,6,111,,,5600,Census Tract 56,9976,2471,5854,159,24,1163,17,9,279,3878,3749,129,0.247694467,0.58680834
140,6,111,,,5700,Census Tract 57,2068,518,1214,71,8,140,2,5,110,642,566,76,0.250483559,0.587040619
140,6,111,,,5801,Census Tract 58.01,5149,468,3897,45,10,552,1,6,170,1690,1656,34,0.090891435,0.75684599
140,6,111,,,5802,Census Tract 58.02,9090,768,6580,119,17,1267,7,15,317,3102,3041,61,0.084488449,0.723872387
140,6,111,,,5901,Census Tract 59.01,6716,750,5358,66,16,303,3,35,185,2293,2256,37,0.111673615,0.797796307
140,6,111,,,5906,Census Tract 59.06,6695,665,5082,87,9,624,3,13,212,2601,2538,63,0.099327857,0.759073936
140,6,111,,,5907,Census Tract 59.07,3635,199,3143,23,6,151,6,4,103,1933,1819,114,0.05474553,0.864649243
140,6,111,,,5908,Census Tract 59.08,2711,310,2044,52,8,215,2,7,73,962,939,23,0.114348949,0.753965326
140,6,111,,,5909,Census Tract 59.09,3395,532,2513,35,7,237,0,4,67,1488,1425,63,0.156701031,0.740206186
140,6,111,,,5910,Census Tract 59.10,1775,178,1450,21,1,73,1,1,50,617,604,13,0.10028169,0.816901408
140,6,111,,,5911,Census Tract 59.11,3854,435,2982,54,7,253,5,8,110,1604,1550,54,0.112869746,0.773741567
140,6,111,,,6000,Census Tract 60,4845,1125,3223,33,7,300,6,5,146,1534,1506,28,0.232198142,0.665221878
140,6,111,,,6100,Census Tract 61,8378,3134,3335,103,11,1555,15,22,203,2841,2765,76,0.374074958,0.398066364
140,6,111,,,6200,Census Tract 62,3003,152,2530,20,3,214,0,0,84,1084,1060,24,0.050616051,0.842490842
140,6,111,,,6301,Census Tract 63.01,6573,810,5045,69,5,435,6,27,176,2733,2613,120,0.123231401,0.767533851
140,6,111,,,6302,Census Tract 63.02,3597,485,2663,85,10,234,10,7,103,821,788,33,0.134834584,0.740339172
140,6,111,,,6400,Census Tract 64,7126,1086,5320,65,11,434,13,18,179,2523,2459,64,0.152399663,0.746561886
140,6,111,,,6500,Census Tract 65,3744,1775,1750,32,9,109,8,10,51,1090,1056,34,0.47409188,0.46741453
140,6,111,,,6600,Census Tract 66,4019,496,3173,39,16,194,2,5,94,1357,1328,29,0.123413785,0.789499876
140,6,111,,,6700,Census Tract 67,3117,342,2416,37,4,215,3,7,93,1174,1147,27,0.109720885,0.775104267
140,6,111,,,6800,Census Tract 68,3908,1108,2526,27,19,124,2,7,95,1298,1265,33,0.283520983,0.646366428
140,6,111,,,6900,Census Tract 69,3520,751,2312,47,17,306,6,8,73,1788,1611,177,0.213352273,0.656818182
140,6,111,,,7000,Census Tract 70,3907,1612,1719,58,5,429,10,2,72,1679,1528,151,0.412592782,0.439979524
140,6,111,,,7100,Census Tract 71,6335,2753,2935,134,11,339,12,22,129,2869,2670,199,0.43456985,0.463299132
140,6,111,,,7201,Census Tract 72.01,3429,323,2854,22,9,124,2,5,90,1212,1184,28,0.094196559,0.832312628
140,6,111,,,7202,Census Tract 72.02,4313,378,3472,35,9,288,4,3,124,1673,1629,44,0.087642013,0.805008115
140,6,111,,,7300,Census Tract 73,1930,189,1584,19,3,80,2,6,47,890,750,140,0.097927461,0.820725389
140,6,111,,,7402,Census Tract 74.02,6305,368,5269,67,3,473,2,8,115,2679,2595,84,0.058366376,0.835685964
140,6,111,,,7403,Census Tract 74.03,5585,291,4356,69,5,711,4,10,139,2171,2119,52,0.05210385,0.779946285
140,6,111,,,7405,Census Tract 74.05,6304,453,5016,72,6,577,3,4,173,2422,2351,71,0.071859137,0.795685279
140,6,111,,,7406,Census Tract 74.06,2377,109,1885,21,5,305,1,3,48,855,832,23,0.045856121,0.793016407
140,6,111,,,7505,Census Tract 75.05,3324,711,2351,24,13,142,1,12,70,1085,1062,23,0.213898917,0.707280385
140,6,111,,,7506,Census Tract 75.06,7514,1148,5571,65,16,472,7,5,230,2456,2412,44,0.152781475,0.741416023
140,6,111,,,7507,Census Tract 75.07,6958,606,5351,90,12,665,8,25,201,2357,2318,39,0.087093993,0.769042828
140,6,111,,,7508,Census Tract 75.08,3722,660,2672,54,6,247,1,0,82,1487,1446,41,0.177324019,0.717893606
140,6,111,,,7509,Census Tract 75.09,4161,417,2957,57,6,580,2,11,131,1571,1531,40,0.100216294,0.710646479
140,6,111,,,7510,Census Tract 75.10,6565,367,4917,74,2,1009,5,15,176,2128,2101,27,0.055902513,0.74897182
140,6,111,,,7511,Census Tract 75.11,2222,139,1819,39,1,160,0,0,64,830,781,49,0.062556256,0.818631863
140,6,111,,,7512,Census Tract 75.12,5355,920,3475,84,10,636,7,22,201,1804,1741,63,0.171802054,0.648926237
140,6,111,,,7513,Census Tract 75.13,1681,189,1377,14,7,52,1,2,39,535,518,17,0.112433076,0.819155265
140,6,111,,,7514,Census Tract 75.14,6528,1076,4469,136,27,617,6,12,185,3040,2889,151,0.164828431,0.684589461
140,6,111,,,7606,Census Tract 76.06,1555,455,821,25,2,211,0,10,31,451,434,17,0.292604502,0.527974277
140,6,111,,,7607,Census Tract 76.07,6152,783,4562,81,18,477,7,16,208,2061,2025,36,0.127275683,0.741547464
140,6,111,,,7609,Census Tract 76.09,2590,334,1961,38,5,154,5,9,84,800,792,8,0.128957529,0.757142857
140,6,111,,,7610,Census Tract 76.10,5118,861,3712,69,14,284,4,9,165,1683,1661,22,0.168229777,0.725283314
140,6,111,,,7611,Census Tract 76.11,4375,3641,580,32,8,75,2,1,36,923,887,36,0.832228571,0.132571429
140,6,111,,,7612,Census Tract 76.12,4762,1860,2410,91,6,248,9,5,133,1707,1658,49,0.390592188,0.506089878
140,6,111,,,7613,Census Tract 76.13,3896,979,2295,53,7,405,1,6,150,1187,1145,42,0.251283368,0.589065708
140,6,111,,,7614,Census Tract 76.14,7476,2413,4219,109,18,504,10,15,188,2423,2356,67,0.322766185,0.564339219
140,6,111,,,7700,Census Tract 77,5988,2071,3019,80,16,598,2,32,170,2046,1959,87,0.345858383,0.504175017
140,6,111,,,7800,Census Tract 78,4119,1599,1720,72,5,557,13,15,138,1469,1411,58,0.38820102,0.417577082
140,6,111,,,7901,Census Tract 79.01,5401,2108,2551,51,14,502,4,11,160,1697,1630,67,0.390298093,0.472319941
140,6,111,,,7903,Census Tract 79.03,4855,788,3069,94,8,707,4,11,174,1539,1506,33,0.1623069,0.632131823
140,6,111,,,7904,Census Tract 79.04,5831,1672,3442,82,35,412,6,10,172,1726,1684,42,0.286743269,0.59029326
140,6,111,,,8001,Census Tract 80.01,3331,1029,1929,55,15,206,7,8,82,964,942,22,0.308916241,0.579105374
140,6,111,,,8002,Census Tract 80.02,4827,1699,2707,43,14,237,12,7,108,1540,1503,37,0.351978455,0.560803812
140,6,111,,,8004,Census Tract 80.04,5156,1778,2833,58,18,291,10,11,157,1490,1452,38,0.344840962,0.549456943
140,6,111,,,8005,Census Tract 80.05,2788,1162,1408,27,13,100,9,9,60,773,745,28,0.416786227,0.505021521
140,6,111,,,8101,Census Tract 81.01,3433,815,2228,32,7,275,3,2,71,1110,1083,27,0.237401689,0.648995048
140,6,111,,,8201,Census Tract 82.01,4315,1275,2426,35,14,418,1,14,132,1463,1397,66,0.295480881,0.562224797
140,6,111,,,8202,Census Tract 82.02,4353,1212,2586,64,11,358,1,12,109,1456,1417,39,0.27842867,0.594073053
140,6,111,,,8302,Census Tract 83.02,5380,1156,3557,71,28,407,7,7,147,1994,1954,40,0.214869888,0.661152416
140,6,111,,,8303,Census Tract 83.03,3767,891,2232,54,8,445,4,3,130,1460,1380,80,0.236527741,0.592513937
140,6,111,,,8304,Census Tract 83.04,5484,885,3777,70,13,527,9,1,202,2108,2048,60,0.161378556,0.688730853
140,6,111,,,8305,Census Tract 83.05,3819,430,2508,57,5,682,4,6,127,1224,1205,19,0.11259492,0.656716418
140,6,111,,,8306,Census Tract 83.06,3714,762,2170,75,10,601,3,5,88,1530,1452,78,0.205169628,0.584275714
140,6,111,,,8401,Census Tract 84.01,5308,1225,3519,54,11,370,4,10,115,1899,1850,49,0.230783723,0.662961567
140,6,111,,,8402,Census Tract 84.02,5110,766,3822,48,15,297,9,4,149,1650,1621,29,0.149902153,0.747945205
140,6,111,,,8500,Census Tract 85,8420,1346,5841,100,20,817,7,25,264,3049,2951,98,0.159857482,0.693705463
140,6,111,,,8600,Census Tract 86,7982,6549,790,231,21,281,22,5,83,2228,2156,72,0.82047106,0.098972689
140,6,111,,,8700,Census Tract 87,6424,5101,942,138,19,98,18,10,98,1913,1841,72,0.794053549,0.146637609
140,6,111,,,8800,Census Tract 88,5632,4140,965,191,16,228,4,3,85,1401,1361,40,0.735085227,0.17134233
140,6,111,,,8900,Census Tract 89,3590,2984,392,44,10,96,22,3,39,734,707,27,0.831197772,0.109192201
140,6,111,,,9100,Census Tract 91,5279,4908,192,109,5,36,7,1,21,1188,1162,26,0.929721538,0.036370525
140,6,111,,,980000,Census Tract 9800,56,8,40,5,0,2,1,0,0,1,0,1,0.142857143,0.714285714
140,6,111,,,990100,Census Tract 9901,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
155,6,111,4938,U2,,Bell Canyon CDP,2049,103,1656,57,2,176,0,0,55,688,661,27,0.050268424,0.808199122
155,6,111,10046,C1,,Camarillo city,65201,14958,40324,1106,139,6491,107,115,1961,25702,24504,1198,0.229413659,0.618456772
155,6,111,11656,U1,,Casa Conejo CDP,3249,851,2109,21,5,156,3,1,103,1010,990,20,0.261926747,0.649122807
155,6,111,12669,U1,,Channel Islands Beach CDP,3103,402,2469,25,6,106,2,6,87,1869,1352,517,0.129552046,0.795681598
155,6,111,22370,U1,,El Rio CDP,7198,6188,816,44,21,68,15,10,36,1700,1629,71,0.859683245,0.113364824
155,6,111,24092,C1,,Fillmore city,15002,11212,3400,44,42,125,8,29,142,4408,4156,252,0.747367018,0.226636448
155,6,111,39735,U2,,Lake Sherwood CDP,1527,52,1321,5,1,101,0,4,43,593,558,35,0.0340537,0.865094957
155,6,111,46702,U1,,Meiners Oaks CDP,3571,1068,2344,14,28,46,1,9,61,1396,1283,113,0.299075889,0.656398768
155,6,111,48046,U1,,Mira Monte CDP,6854,1254,5243,39,39,128,3,12,136,3009,2800,209,0.182958856,0.764954771
155,6,111,49138,C1,,Moorpark city,34421,10813,19654,486,76,2309,38,69,976,10738,10484,254,0.314139624,0.570988641
155,6,111,53116,U1,,Oak Park CDP,13811,826,10903,138,15,1553,8,17,351,5297,5158,139,0.0598074,0.789443197
155,6,111,53182,U1,,Oak View CDP,4066,1217,2698,10,38,29,1,9,64,1523,1419,104,0.299311363,0.663551402
155,6,111,53476,C1,,Ojai city,7461,1339,5754,36,29,152,0,17,134,3382,3111,271,0.179466559,0.771210294
155,6,111,54652,C1,,Oxnard city,197899,145551,29410,4754,424,14084,537,230,2909,52772,49797,2975,0.73548123,0.14861116
155,6,111,57372,U1,,Piru CDP,2063,1748,262,14,5,11,0,1,22,561,523,38,0.847309743,0.126999515
155,6,111,58296,C1,,Port Hueneme city,21723,11360,7291,1002,103,1213,95,40,619,8131,7080,1051,0.522948027,0.335635041
155,6,111,65042,C1,,San Buenaventura (Ventura) city,106433,33874,63879,1466,545,3523,167,181,2798,42827,40438,2389,0.318265951,0.600180395
155,6,111,70042,C1,,Santa Paula city,29321,23299,5434,92,107,189,14,23,163,8749,8347,402,0.794618192,0.185327922
155,6,111,70130,U2,,Santa Rosa Valley CDP,3334,353,2667,22,9,187,2,12,82,1159,1113,46,0.105878824,0.799940012
155,6,111,70140,U1,,Santa Susana CDP,1037,156,796,17,1,21,0,0,46,439,405,34,0.150433944,0.767598843
155,6,111,70322,U1,,Saticoy CDP,1029,895,106,6,4,0,0,0,18,278,262,16,0.869776482,0.103012634
155,6,111,72016,C1,,Simi Valley city,124237,28938,78009,1602,356,11328,148,278,3578,42506,41237,1269,0.232925779,0.62790473
155,6,111,78582,C1,,Thousand Oaks city,126683,21341,88970,1508,231,10928,134,271,3300,47497,45836,1661,0.168459856,0.702304177
50,6,113,,,,Yolo County,200849,60953,100240,4752,1098,25640,817,443,6906,75054,70872,4182,0.303476741,0.499081399
140,6,113,,,10101,Census Tract 101.01,6645,2745,2558,384,90,552,64,14,238,2736,2480,256,0.413092551,0.384951091
140,6,113,,,10102,Census Tract 101.02,7702,3305,3402,174,46,424,65,11,275,2581,2436,145,0.429109322,0.441703454
140,6,113,,,10201,Census Tract 102.01,2538,701,1562,34,32,119,9,2,79,1210,1122,88,0.276201734,0.615445232
140,6,113,,,10203,Census Tract 102.03,5397,2469,2027,260,82,304,45,7,203,2142,1966,176,0.457476376,0.375579025
140,6,113,,,10204,Census Tract 102.04,4922,1734,2513,110,79,208,60,17,201,2197,2046,151,0.352295815,0.510564811
140,6,113,,,10302,Census Tract 103.02,7270,1530,3669,346,27,1166,134,19,379,2733,2566,167,0.21045392,0.504676754
140,6,113,,,10310,Census Tract 103.10,5485,1180,2569,416,17,846,54,21,382,1853,1775,78,0.215132179,0.468368277
140,6,113,,,10312,Census Tract 103.12,5130,995,3189,136,17,501,23,19,250,1942,1851,91,0.193957115,0.621637427
140,6,113,,,10401,Census Tract 104.01,4532,902,2811,73,11,556,5,16,158,1901,1743,158,0.199029126,0.620255958
